amfi_code,return_1yr_pct,return_3yr_pct,return_5yr_pct,sharpe_ratio,sortino_ratio,alpha,beta,max_drawdown_pct,std_dev_ann_pct,category,expense_ratio_pct,composite_score
101206,47.92412023860102,28.691350124044,23.53836133468803,1.8005937909273344,2.671081083187116,21.399784776051213,0.021086316250128034,-11.291596329323077,12.324462205667778,Equity,1.6,65.68749999999999
118632,33.9810484550213,22.580319978129527,24.049492662391756,1.3433123889412575,1.945851886395373,21.829397904608644,-0.008353832126962014,-17.41407508665723,11.970648160852114,Equity,1.51,64.68750000000001
149323,21.481222193726257,26.900397434057965,29.581086910433996,1.3587961278705725,1.9058072621265403,26.598577542043046,-0.00252300466469923,-17.24810575345138,15.013582255366225,Equity,1.61,63.75000000000001
119093,19.7667410165155,20.19330134255832,7.897557854375958,1.158733938855788,1.67186133464815,8.232801295222094,0.02588321244009315,-21.75139637014823,11.81746808596977,Equity,0.75,60.375
102887,13.5831349444816,24.788324819940712,16.84112024730753,1.3726909330987878,2.0414100247261437,16.211256794033254,0.016682689437770806,-21.53982711238323,13.322973423198508,Equity,1.64,57.8125
125497,28.67535802656873,18.123737767800474,19.017795344711462,0.9370351099914824,1.3604134600984197,17.729754927531765,0.04882040425957738,-15.200013055606393,12.404804946856402,Equity,0.92,56.125000000000014
118635,22.493224932249344,19.41742287723873,15.957231179671737,1.1766124108044689,1.7044896861349643,15.136354648239239,-0.0014335213897801215,-11.650624505409093,10.978485998126503,Equity,0.89,54.87500000000001
119552,5.706100044974027,15.742922290247297,21.524235873769705,0.7838676841651129,1.1207656268157091,19.86859936686296,-0.026159307513513412,-11.8034935027643,11.79143173900811,Equity,0.66,53.75
120506,41.81904829701364,17.851437743108136,17.08486725575018,0.8815027405448089,1.2599127922796225,16.25385327998104,0.041896462728119754,-19.82565826298267,12.877370904249744,Equity,1.41,51.75000000000001
120507,7.42505077613469,7.390069161857182,7.237539728384412,1.9377519505302119,3.8332605644432216,6.746210411099539,-0.00044409263297072297,-0.09773140045925681,0.4593308042412959,Debt,0.74,51.624999999999986
102885,20.207703983094838,19.65954550237461,18.23237888770595,1.212079827514658,1.8030020463653673,17.048756803412697,-0.019486785689474536,-10.859862152502323,10.85699572226852,Equity,1.57,49.625
149322,18.11115252275146,17.977145345244416,13.393275924001857,0.945867711097798,1.3144424444961325,13.173190226099432,-0.0040502711300065145,-14.844576917771747,12.133985768394346,Equity,1.54,45.93750000000001
148568,14.269394138778924,14.665034525223941,22.516869007113847,0.6256647157311935,0.9336680315997702,20.873010086942337,-0.02638771994384303,-15.27259422823477,13.050175788931515,Equity,1.52,45.8125
125498,15.443720834451845,11.667209021626102,11.301817123279978,0.33314170546829586,0.47699180050690043,11.98910097121797,0.009054412621739182,-21.117279560132122,15.510543822072886,Equity,0.78,45.75
120503,8.489081269294418,13.991312860448545,18.785325598262204,0.6379805411877839,0.9054781740077696,17.703302365844074,-0.040268952369820595,-13.897862823061635,11.742227821715872,Equity,1.42,45.37499999999999
120841,16.837098075385626,17.21623262817371,13.53221114899239,0.941481540264499,1.390283094099682,13.042924450705446,0.036356399022199795,-17.573614164687285,11.382307745686763,Equity,1.59,43.625
118634,15.811221971300938,7.253142755996045,16.373474033415757,0.035302967107376765,0.04968243843682849,17.50072167561127,0.10349663691337589,-23.34488614483311,21.333695655249073,Equity,1.53,41.4375
120844,7.120323042122512,6.707289977817266,6.915272985067156,0.4401111816980859,0.8558197622464618,6.4556774953759986,-0.0004007442394784006,-0.11629327956168764,0.4709945723657286,Debt,0.6,36.25
119599,13.947803355189968,-1.168449961361806,2.054484701809378,-0.3637447721641957,-0.5077349816381922,4.882421594553985,0.062001804382671666,-52.574221170128496,21.081952369339454,Equity,0.72,33.6875
120842,22.50195657587366,6.907475592399304,6.701543482038463,0.0269464402757043,0.03739440275530283,7.80443887615508,0.018056874208118173,-24.003511326274882,15.121685396296867,Equity,1.56,33.125
119120,5.5219955107626895,5.917941079458866,5.889418716346717,-0.17345218880889024,-0.24420964142952084,5.620895216638369,-0.006413850728276474,-4.328728923970098,3.355731193351772,Debt,0.77,29.750000000000004
101208,7.23664530138024,6.319589603739351,6.509026855465327,-0.3908166573304552,-0.7356771249769471,6.086145795787115,0.00026670968338238357,-0.16224980244717319,0.4616241218912619,Debt,0.79,28.499999999999996
118636,10.454939683040276,3.831033665759387,5.316889625171273,-0.79182430555116,-1.1530984237177164,5.074772999976104,0.0012566742731558499,-8.316361763638701,3.3706547216719285,Debt,0.55,26.0
101207,-23.986031710270627,-4.696790008203122,7.938764837247714,-0.5136279694276387,-0.7388217246645425,10.897091901704538,-0.06528924788351524,-35.44691649336603,21.799416454443215,Equity,1.53,25.187499999999996
100025,3.704968580461343,3.9052204422626913,4.458209619173137,-0.7858288432203125,-1.1044875794562772,4.281792031506088,0.0011582183155281435,-4.308263824636346,3.301965281783179,Debt,0.56,25.0
119095,-42.797614558854406,-10.946469561894522,1.5215045330823962,-0.8237136679961975,-1.175362369090366,4.801595363775955,-0.06695117463929201,-51.67775370852657,21.1802598885309,Equity,1.38,22.125
102886,-16.797480944407305,-0.9520899263632643,1.1717454918341197,-0.48633667295918515,-0.693833116228242,2.8969397866379443,-0.0421250290218943,-28.00112356639287,15.322903537214161,Equity,1.51,21.5625
100016,-2.224270997710287,1.0314071541667635,2.637074367211101,-0.4448622373152647,-0.6553867191821269,3.747580763443281,-0.058268431438808936,-24.7344408806733,12.29277827409243,Equity,1.55,21.000000000000004
119092,1.6091186722522632,1.2294499594462938,6.367989237605243,-0.4470668749760467,-0.6457808959605642,6.899529821677549,0.009730745001153611,-14.401617909337267,11.789175927731385,Equity,1.64,18.0625
